objectid,filename,title,creator,description,date,date is approximate?,subject,location,latitude,longitude,digital collection,source,identifier,digital_source,format original,format,type,rights,rights (standardized),language
shitamae084,mg387_03_084.pdf,Transcription of Letter to Shihei (George) Shitamae from Yoshiko Shitamae [18],"Shitamae, Yoshiko","Letter from George Shihei Shitamae's niece, Yoshiko, telling him about their Christmas and hopes that he had a good one, but writes about how hard it is to be festive when all of their family is scattered around the country and the war is raging. But they did the decorating same as last year and that was fun. (incomplete letter unknown creator).",1/5/1944,no,holidays;wars,"Hunt, Idaho",42.4044,-114.1438,,George Shihei Shitamae papers,mg387_03_084,,,application/pdf,Image;StillImage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng
shitamae086,mg387_03_086.pdf,Letter to Shihei (George) Shitamae [16],,Letter written in Japanese.,2/4/1944,no,,,,,,George Shihei Shitamae papers,mg387_03_086,,,application/pdf,Image;StillImage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,jpn
shitamae087,mg387_03_087.jpg,Transcription of Letter to Miyoko Shitamae from Shihei (George) Shitamae [12],"Shitamae, Shihei (George)",Letter talking about Miyoko's departure to the east. George Shihei Shitamae wishes that they could see each other but it doesn't seem likely and will probably be after the war.,2/9/1944,no,travel;health,"Santa Fe, New Mexico",35.687,-105.9378,,George Shihei Shitamae papers,mg387_03_087,,,image/jpg,Image;StillImage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng
shitamae088,mg387_03_088.pdf,Letter to Shihei (George) Shitamae from Miyoko Shitamae [2],"Shitamae, Miyoko","Letter from George Shihei Shitamae's niece, Miyoko, talking about her father's health and that it is getting better and almost normal. They are decorating the mess hall for Christmas and hope to win the contest. Miyoko was unable to help because they had a cold but are getting better now.",12/20/1943,no,holidays;health;illness,"Hunt, Idaho",42.4044,-114.1438,,George Shihei Shitamae papers,mg387_03_088,,,application/pdf,Image;StillImage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng
shitamae089,mg387_03_089.pdf,Letter to Shihei (George) Shitamae to Miyoko Shitamae [3],"Shitamae, Miyoko","Letter from George Shihei Shitamae's niece, Miyoko, stating that they forgot to mail the letter and just re-wrote one. Miyoko and the family are frusturated that there are many people returning to camp from Santa Fe and they are not giving George Shihei Shitamae a rehearing. Miyoko is leaving for Chicago to work and go to night school so she can apply to get into nursing school. ",2/2/1944,no,hearings (event);health;education;travel,"Hunt, Idaho",42.4044,-114.1438,,George Shihei Shitamae papers,mg387_03_089,,,application/pdf,Image;StillImage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng
shitamae091,mg387_03_091.pdf,Letter to Shihei (George) Shitamae [17],,Letter written in Japanese.,1943,yes,,,,,,George Shihei Shitamae papers,mg387_03_091,,,application/pdf,Image;StillImage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,jpn
shitamae092,mg387_03_092.pdf,Letter to Shihei (George) Shitamae [18],,Letter written in Japanese.,11/29/1943,no,,,,,,George Shihei Shitamae papers,mg387_03_092,,,application/pdf,Image;StillImage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,jpn
shitamae093,mg387_03_093.pdf,Letter to Shihei (George) Shitamae [19],,Letter written in Japanese.,1943,yes,,,,,,George Shihei Shitamae papers,mg387_03_093,,,application/pdf,Image;StillImage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,jpn
shitamae094,mg387_03_094.pdf,Letter to Shihei (George) Shitamae from Niroku Shitamae [2],"Shitamae, Niroku ""Frank""","Letter written to George Shihei Shitamae from his brother, Niroku, in Japanese.",12/16/1943,no,,,,,,George Shihei Shitamae papers,mg387_03_094,,,application/pdf,Image;StillImage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,jpn
shitamae095,mg387_03_095.jpg,Letter to Shihei (George) Shitamae from Yaeno Shimomae,"Shimomae, Yaeno","Letter written in Japanese and English, asking how he is doing and hoping he is safe.",1943-12-22; 1943-03-19,no,health;safety,"Hiroshima,Japan",34.3853,132.4553,,George Shihei Shitamae papers,mg387_03_095,,,image/jpg,Image;StillImage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng;jpn
shitamae096,mg387_03_096.pdf,Letter to Shihei (George) Shitamae [20],,Letter written in Japanese.,1943,yes,,,,,,George Shihei Shitamae papers,mg387_03_096,,,application/pdf,Image;StillImage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,jpn
shitamae097,mg387_03_097.pdf,Letter to Shihei (George) Shitamae [21],,Letter written in Japanese.,2/4/1944,no,,,,,,George Shihei Shitamae papers,mg387_03_097,,,application/pdf,Image;StillImage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,jpn
shitamae098,mg387_03_098.pdf,Letter to Shihei (George) Shitamae [22],,Letter written in Japanese.,1943,yes,,,,,,George Shihei Shitamae papers,mg387_03_098,,,application/pdf,Image;StillImage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,jpn
shitamae099,mg387_03_099.pdf,Letter to Shihei (George) Shitamae [23],,Letter written in Japanese.,1943,yes,,,,,,George Shihei Shitamae papers,mg387_03_099,,,application/pdf,Image;StillImage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,jpn
shitamae100,mg387_03_100.jpg,Letter to Shihei (George) Shitamae [24],,Letter written in Japanese and English.,1943,yes,,,,,,George Shihei Shitamae papers,mg387_03_100,,,image/jpg,Image;StillImage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng;jpn
shitamae101,mg387_03_101.jpg,Transcription of Letter from Shihei (George) Shitamae,"Shitamae, Shihei ""George""",Letter thanking the girls for the packages the family has sent. Talks about dehydrated food and how that will be the norm after the war and that we will have to get used to it.,1943,yes,health;gifts (object genre);food,"Santa Fe, New Mexico",35.687,-105.9378,,George Shihei Shitamae papers,mg387_03_101,,,image/jpg,Image;StillImage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng
shitamae102,mg387_03_102.jpg,Letter to Shihei (George) Shitamae [25],"Shitamae, Niroku ""Frank""","Letter written to George Shihei Shitamae from his brother, Niroku, in Japanese.",2/22/1944,no,,,,,,George Shihei Shitamae papers,mg387_03_102,,,image/jpg,Image;StillImage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,jpn
shitamae103,mg387_03_103.pdf,Letter to Shihei (George) Shitamae [26],,Letter written in Japanese.,2/29/1944,no,,,,,,George Shihei Shitamae papers,mg387_03_103,,,application/pdf,Image;StillImage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,jpn
shitamae104,mg387_03_104.jpg,Letter to Shihei (George) Shitamae [27],,Letter written in Japanese.,1944,yes,,,,,,George Shihei Shitamae papers,mg387_03_104,,,image/jpg,Image;StillImage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,jpn
shitamae105,mg387_03_105.pdf,Letter to Shihei (George) Shitamae [28],,Letter written in Japanese.,3/28/1944,no,,,,,,George Shihei Shitamae papers,mg387_03_105,,,application/pdf,Image;StillImage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,jpn
shitamae106,mg387_03_106.pdf,Letter to Shihei (George) Shitamae [29],,Letter written in Japanese.,4/4/1944,no,,,,,,George Shihei Shitamae papers,mg387_03_106,,,application/pdf,Image;StillImage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,jpn
shitamae107,mg387_03_107.pdf,Letter to Shihei (George) Shitamae [30],,Letter written in Japanese.,5/4/1944,no,,,,,,George Shihei Shitamae papers,mg387_03_107,,,application/pdf,Image;StillImage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,jpn
shitamae108,mg387_03_108.pdf,Letter to Shihei (George) Shitamae [31],,Letter written in Japanese.,6/6/1944,no,,,,,,George Shihei Shitamae papers,mg387_03_108,,,application/pdf,Image;StillImage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,jpn
shitamae109,mg387_03_109.pdf,Letter to Shihei (George) Shitamae from Yoshiko Shitamae [3],"Shitamae, Yoshiko","Letter from George Shihei Shitamae's niece, Yoshiko, wishing him a Happy New Year but wishes they were all together. Talks about the dog and thanks him for the gifts and cookies he sent. The weather is cold but no snow yet and there is a cold epidemic going on so they are closing some buildings and asks him to stay safe.",1/1/1944,no,holidays;gifts (object genre);epidemics;health,"Hunt, Idaho",42.4044,-114.1438,,George Shihei Shitamae papers,mg387_03_109,,,application/pdf,Image;StillImage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng
shitamae110,mg387_03_110.pdf,Letter to Shihei (George) Shitamae from Yoshiko Shitamae [4],"Shitamae, Yoshiko","Letter from George Shihei Shitamae's niece, Yoshiko, asking him if he had a happy Christmas, stating that it was hard for them to be happy with all of the family scattered apart.Talks about the decoration contest and what place they got. She wishes that he could come and visit in the Spring like the other family members.",12/27/1943,no,holidays,"Hunt, Idaho",42.4044,-114.1438,,George Shihei Shitamae papers,mg387_03_110,,,application/pdf,Image;StillImage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng
shitamae111,mg387_03_111.pdf,Letter to Shihei (George) Shitamae from Yoshiko Shitamae [5],"Shitamae, Yoshiko","Letter from George Shihei Shitamae's niece, Yoshiko, thanking him Shitamae for the gifts and tells him not to worry about the family's health because everyone is doing fine. Talks about the dog and the dreary weather.",11/29/1943,no,holidays;wars,"Hunt, Idaho",42.4044,-114.1438,,George Shihei Shitamae papers,mg387_03_111,,,application/pdf,Image;StillImage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng
shitamae112,mg387_03_112.pdf,Letter to Shihei (George) Shitamae from Yukiko Fujii [4],"Fujii, Yukiko",Letter thanking George Shihei Shitamae for the gifts and asks more about his rehearing. Also writes that an American has sent a letter vouching for him and that total to 3 people working to get him a rehearing.,11/11/1943,no,hearings (event); loyalty;gifts,"Hunt, Idaho",42.4044,-114.1438,,George Shihei Shitamae papers,mg387_03_112,,,application/pdf,Image;StillImage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng
shitamae113,mg387_03_113.pdf,Letter to Shihei (George) Shitamae from Fumiko Shitamae  [1],"Shitamae, Fumiko ","Letter from George Shihei Shitamae's niece, Fumiko, telling him about the weather in Idaho, it is very cold in the morning but gets gradually hotter in the day. Fumiko is getting bored of the tasks they do when work is done and asks George what he does when he is done with work. Discussion of the Power of an Attorney is in this letter and details about a business license.",9/23/1942,no,leisure;weather;powers of attorney;licenses,"Hunt, Idaho",42.4044,-114.1438,,George Shihei Shitamae papers,mg387_03_113,,,application/pdf,Image;StillImage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng
shitamae114,mg387_03_114.pdf,Transcription of Letter (not addressed) ,,Letter wishing everyone a health season and thanking their family for being so kind to their own family. ,,,health,,,,,George Shihei Shitamae papers,mg387_03_114,,,application/pdf,Image;StillImage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng
shitamae115,mg387_03_115.pdf,Letter to Shihei (George) Shitamae from Fumiko Shitamae [2],"Shitamae, Fumiko ","Letter from George Shihei Shitamae's niece, Fumiko, telling him that they are back in Hunt with the family and wish he was there so they could all celebrate together. Asks about an update on his rehearing, says camp life is the same, talks about the Victory gardens. Fumiko says they will be leaving soon to go back to school and work in the east.",7/26/1944,no,education;weather;celebrations;hearings (event);travel,,,,,George Shihei Shitamae papers,mg387_03_115,,,application/pdf,Image;StillImage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng
shitamae116,mg387_03_116.pdf,Letter to Shihei (George) Shitamae [32],,Letter written in Japanese.,8/11/1944,no,,,,,,George Shihei Shitamae papers,mg387_03_116,,,application/pdf,Image;StillImage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,jpn
shitamae117,mg387_03_117.pdf,Letter to Shihei (George) Shitamae from Yukiko Fujii [5],"Fujii, Yukiko","Letter telling George Shihei Shitamae that a reliable source says his rehearing is scheduled in mid June, 1944, saying the condition of your health will be a significant factor.",6/21/1944,no,hearings (event);health;travel,"Hunt, Idaho",42.4044,-114.1438,,George Shihei Shitamae papers,mg387_03_117,,,application/pdf,Image;StillImage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng
shitamae118,mg387_03_118.pdf,Letter to Shihei (George) Shitamae from Yoshiko Shitamae [6],"Shitamae, Yoshiko","Letter from George Shihei Shitamae's niece, Yoshiko, thanking him for the photo he recently sent of himself. Fumiko visited camp during a break from school and they had a great time, dropped her off in Spokane at the end and enjoyed lunch there at a park. Talks about recent travels and the beautiful environment, school statrs soon and she is thinking about whether to go to college or not.",8/16/1944,no,hearings (event);health;travel;activities (general context);education;photographs,"Hunt, Idaho",42.4044,-114.1438,,George Shihei Shitamae papers,mg387_03_118,,,application/pdf,Image;StillImage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng
shitamae119,mg387_03_119.pdf,Letter to Shihei (George) Shitamae from Yoshiko Shitamae [7],"Shitamae, Yoshiko","Letter from George Shihei Shitamae's niece, Yoshiko, telling him that Yoshiko is graduating in two weeks and is still unsure about college or work. She asks about his rehearing and says that the families here are all very anxiously waiting for the outcome. Asks about the weather and if there are any changes to the plants around him.Says the camp is thining out because boys and men are being drafted for active duty and going overseas.",5/20/1944,no,education;health;gardening;hearings (event);military draft;weather;activities (general context),"Hunt, Idaho",42.4044,-114.1438,,George Shihei Shitamae papers,mg387_03_119,,,application/pdf,Image;StillImage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng
shitamae120,mg387_03_120.pdf,Letter to Shihei (George) Shitamae from Fumiko Shitamae [3],"Shitamae, Fumiko","Letter from George Shihei Shitamae's niece, Fumiko, telling him that she is going to Santa Fe on the way back to Idaho to visit him. Wishing him well on his reheareing today and cannot understand why he would not get a fair trial and hopes that it is successful. Fumiko is finished with college and is going to be working in the hospital in Philadelphia and Miyoko will be up there with her soon.",6/19/1944,no,education;health;travel;weather;hearings (event);trials,"Yellow Springs, Ohio",39.8064,-83.8869,,George Shihei Shitamae papers,mg387_03_120,,,application/pdf,Image;StillImage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng
shitamae121,mg387_03_121.pdf,Letter to Shihei (George) Shitamae from Yukiko Fujii [6],"Fujii, Yukiko",Letter telling George Shihei Shitamae that they are concerned with his health and hope he gets well soon. Yukiko tells hims that the success of the hearing makes the family happy and hopes that he will return to the family. She pleads him to tell her the condition of his health so she can work on trying to get him paroled sooner.,7/11/1944,no,health;weather;hearings (event);parole,"Hunt, Idaho",42.4044,-114.1438,,George Shihei Shitamae papers,mg387_03_121,,,application/pdf,Image;StillImage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng
shitamae122,mg387_03_122.pdf,Letter to Shihei (George) Shitamae from Yoshiko Shitamae [8],"Shitamae, Yoshiko","Letter from George Shihei Shitamae's niece, Yoshiko, telling him the family is concerned about his recent hospitalization from high blood pressure, asks about his rehearing. Since Yoshiko has graduated she is staring vocational school to continue to learn how to type and write.",6/18/1944,no,health;hospitalizations;weather;education,"Hunt, Idaho",42.4044,-114.1438,,George Shihei Shitamae papers,mg387_03_122,,,application/pdf,Image;StillImage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng
shitamae123,mg387_03_123.jpg,Notice About Messages,,Notice to limit messages to one to two pages.,1944,yes,,,,,,George Shihei Shitamae papers,mg387_03_123,,,image/jpeg,Image;StillImage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng
shitamae124,mg387_03_124.pdf,Letter to Shihei (George) Shitamae [33],,Letter written in Japanese.,1944,yes,,,,,,George Shihei Shitamae papers,mg387_03_124,,,application/pdf,Image;StillImage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,jpn
shitamae125,mg387_03_125.pdf,Letter to Shihei (George) Shitamae from Miyoko Shitamae [3],"Shitamae, Miyoko",Letter stating that they are concerned for George Shihei Shitamae health since he was just admitted into the hospital. Miyoko had gone to see a former boss in Philadelphia to see if there was anything the could do about your hearing. She is working at the National Japanese American Student Relocation Council Office to help young people integrate back into outside schools. She talks about the people she is staying with and how they treat her like their own daughter.,6/22/1944,no,health;education;occupations (livelihoods);hospitalizations;weather;,"Philadelphia, Pennsylvania",39.9526,-75.1652,,George Shihei Shitamae papers,mg387_03_125,,,application/pdf,Image;StillImage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng
shitamae126,mg387_03_126.pdf,Letter to Shihei (George) Shitmamae from Ayako Fujii [2],"Fujii, Ayako",Letter asking about the weather and was concerned about George Shihei Shitamae sickness and hopes he will get better. They are going to school and are excited to be going into the built in block swimming pool soon.,7/1/1944,no,health;education;activities (general context);weather,"Hunt, Idaho",42.4044,-114.1438,,George Shihei Shitamae papers,mg387_03_126,,,application/pdf,Image;StillImage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng
shitamae127,mg387_03_127.pdf,Letter to Shihei (George) Shitmamae from Midori Fujii [4],"Fujii, Midori",Letter concerned about George Shihei Shitamae health. Talks about camping trips they are taking soon and they are excited to hopefully be able to go into the swimming pool soon.,7/11/1944,no,,,,,,George Shihei Shitamae papers,mg387_03_127,,,application/pdf,Image;StillImage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng
shitamae129,mg387_03_129.jpg,Letter to Shihei (George) Shitamae [34],,Letter written in Japanese.,1944,yes,,,,,,George Shihei Shitamae papers,mg387_03_129,,,image/jpg,Image;StillImage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,jpn
shitamae130,mg387_03_130.pdf,Letter to Shihei (George) Shitamae [35],,Letter written in Japanese.,8/30/1944,no,,,,,,George Shihei Shitamae papers,mg387_03_130,,,application/pdf,Image;StillImage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,jpn
shitamae131,mg387_03_131.jpg,Letter to Immigration & Naturalization Service US Department of Justice from Niroku Shitamae,"Shitamae, Niroku ""Frank""","Letter written to the Department of Justice by George Shihei Shitamae's brother, Niroku, explaining George's condition and is asking them to grant him release so he can get well with his family.",6/5/1944,no,release;health;family life,"Hunt, Idaho",42.4044,-114.1438,,George Shihei Shitamae papers,mg387_03_131,,,image/jpg,Image;StillImage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng
